Dist Code,Year,State Code,State Name,Dist Name,RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha)
90,1978,11,Tamil Nadu,Madurai,391.9,2467.88,0.1,250,106.6,1249.71,51.9,1184.93,158.5,1227.73,30.2,1131.09,0.5,1000,10.1,1803.57,0,0,0,0,4.1,410,14.03,330.43,87.2,1395.2,4.8,406.78,0,0,0,0,0.1,500,0,0,0,0,0,0,92.1,1098.91,84,8936.17,23.9,337.09
90,1979,11,Tamil Nadu,Madurai,434.2,2536.21,0.1,250,121.1,1288.3,62.4,1567.84,183.5,1371.45,23.6,1092.59,0.7,1166.67,9.5,1900,0,0,0,0,4.7,522.22,10.95,289.3,78,1673.82,4.4,400,0,0,0,0,0.1,500,0,0,0,0,0,0,82.5,854.66,69.5,7637.36,16.1,281.47
90,1980,11,Tamil Nadu,Madurai,383.4,2571.43,0.1,500,84,1292.31,36,886.7,120,1136.36,21.3,1121.05,0.8,1600,6.7,1340,0,0,0,0,4.2,700,13,348.99,75.1,1192.06,3.4,377.78,0,0,0,0,0.1,1000,0,0,0.6,600,0,0,79.2,1036.51,83.8,7549.55,12.5,271.74
90,1981,11,Tamil Nadu,Madurai,449,2799.25,0.1,333.33,46.7,534.94,54.4,1502.76,101.1,818.62,16.4,858.64,1,1111.11,8.2,1640,0,0,0,0,5.8,522.52,14.58,314.36,101.5,1318.18,4.6,393.16,0,0,0,0,0.1,333.33,0,0,2,312.5,0,0,108.2,1357.25,104.7,9104.35,13.2,269.94
90,1982,11,Tamil Nadu,Madurai,197,1950.5,0.1,500,47.8,587.22,36.6,983.87,84.4,711.64,33.1,1379.17,4.7,4700,14.6,2433.33,0,0,0,0,4.3,581.08,14.72,328.35,80.4,1045.51,3.3,279.66,0,0,0,0,0.2,333.33,0,0,11,791.37,0,0,94.9,1053.98,86.5,9301.08,16,355.56
90,1983,11,Tamil Nadu,Madurai,270.9,2386.78,0.1,500,60.4,696.66,40,987.65,100.4,789.31,19,1079.55,2.6,2888.89,7.9,1580,0,0,0,0,5.4,551.02,17.33,311.97,91,1123.46,3.3,279.66,0,0,0,0,0.1,333.33,0,0,9.1,745.9,0,0,103.5,932.01,57.3,8070.42,12.2,336.09
90,1984,11,Tamil Nadu,Madurai,311,2237.41,0,0,42.8,765.65,41,985.58,83.8,859.49,24.1,1193.07,3,2727.27,7.1,1314.81,0,0,0,0,4.7,691.18,14.73,310.63,104.8,1155.46,3.1,313.13,0,0,0,0,0.1,333.33,0,0,11.9,929.69,0,0,119.9,1298.6,118.3,10754.55,23.4,444.02
90,1985,11,Tamil Nadu,Madurai,343.3,3022.01,0,0,110.5,1495.26,33.7,971.18,144.2,1327.81,20.4,1020,2.7,2454.55,9.7,1701.75,0,0,0,0,4.6,534.88,14.54,371.49,69.5,1026.59,2.6,329.11,0,0,0,0,0.2,400,0,0,3.9,735.85,0,0,76.2,898.37,120.5,10663.72,22.7,414.99
90,1986,11,Tamil Nadu,Madurai,307,2980.58,0,0,90.8,1027.15,41.4,992.81,132.2,1016.14,21,1105.26,5,2500,6,1500,0,0,0,0,5,714.29,15.51,348.93,48,905.66,2.1,259.26,0,0,0,0,0.2,333.33,0,0,2.5,641.03,0,0,52.8,665.66,123.1,11190.91,9,230.77
90,1987,11,Tamil Nadu,Madurai,462,3323.74,0,0,139.4,1600.46,40.6,997.54,180,1408.45,29,1208.33,5,2500,8,2000,0,0,0,0,6,600,21.39,405.81,73,1042.86,2,232.56,0,0,0,0,0.3,300,0,0,1.7,435.9,0,0,77,761.17,114.4,10495.41,13,270.83
90,1988,11,Tamil Nadu,Madurai,512.5,3966.72,0,0,127.3,1585.31,29.7,983.44,157,1420.81,36.1,1219.59,13.9,1635.29,6.5,1911.76,0,0,0,0,9.1,598.68,11.65,290.96,69.4,963.89,2.4,255.32,0,0,0,0,0.5,312.5,0,0,0.9,375,0,0,73.2,687.78,154,11000,12.1,281.4
90,1989,11,Tamil Nadu,Madurai,601.4,3803.92,0,0,123.8,1328.33,35,1707.32,158.8,1396.66,43.7,1549.65,24.3,1630.87,5.5,1718.75,0,0,0.1,500,7.9,607.69,13.86,285.13,111.9,1340.12,2.3,219.05,0,0,0,0,0.3,250,0,0,1.2,666.67,0,0,115.7,1039.25,179,10591.72,10.6,258.54
90,1990,11,Tamil Nadu,Madurai,490.11,3473.49,0.08,400,103.86,1503.69,34.32,959.46,138.18,1318.01,34.29,1443.18,14.72,2021.98,4.78,1983.4,0,0,0.33,515.63,4.62,687.5,23.5,327.66,74.5,1191.24,1.51,220.12,0,0,0,0,0.18,181.82,0,0,1.97,503.84,0,0,78.16,817.06,189.45,10023.81,9.76,259.02
90,1991,11,Tamil Nadu,Madurai,436.05,3566.58,0.03,375,115.89,1684.2,26.51,958.77,142.4,1476.11,24.46,1443.07,24.01,2031.3,3.71,2208.33,0,0,0.14,518.52,4.82,654.89,21.66,370.89,80.72,1194.26,3.54,385.62,0,0,0,0,0.15,182.93,0,0,3.47,786.85,0,0,87.88,844.59,232.84,11922.17,9.97,272.93
90,1992,11,Tamil Nadu,Madurai,532.41,3808.1,0,0,114.3,1581.13,17.51,814.04,131.81,1405.37,19.12,1298.91,37.18,1969.28,3.28,2201.34,0,0,0.15,517.24,4.24,609.2,18.99,351.6,98.56,1407,2.62,345.19,0,0,0,0,0.14,250,0,0,4.41,659.19,0,0,105.73,971.16,219.3,12368.87,10.35,310.62
90,1993,11,Tamil Nadu,Madurai,543,3620,0,0,102.02,1414.39,18.98,884.02,121,1292.74,33,1833.33,36,2000,3,1500,0,0,0,0,7,700,27,350.65,146,1921.05,4,333.33,0,0,0,0,0,0,0,0,8,727.27,0,0,158,1580,247.8,13921.35,10.88,310.86
90,1994,11,Tamil Nadu,Madurai,633.51,4324.6,0,0,139.63,2170.86,19.41,958.52,159.04,1880.57,23.48,1791,37.76,2000,2.28,2235.29,0,0,0.29,557.69,5.94,840.17,18.4,412.65,131.79,2124.27,2.19,329.82,0,0,0,0,0.11,314.29,0,0,7.7,1210.69,0,0,141.79,1369.95,315.39,11582.45,11.43,306.68
90,1995,11,Tamil Nadu,Madurai,342.75,3183.93,0,0,58.2,994.36,19.35,1869.57,77.55,1125.71,19.05,1803.98,37.52,1994.68,1.61,2236.11,0,0,0.2,555.56,6.4,508.74,8.79,232.85,69.79,1554,2.23,319.48,0,0,0,0,0.06,352.94,0,0,3.2,1203.01,0,0,75.42,886.36,235.28,8590,7.31,225.69
90,1996,11,Tamil Nadu,Madurai,462.58,3641.5,0,0,106.23,1463.63,11.22,869.77,117.45,1373.84,13.12,1578.82,43.19,1986.66,1.58,2000,0,0,0.11,523.81,10.95,689.11,18.61,264.31,102.07,2105.4,2.63,338.05,0,0,0,0,0.28,378.38,0,0,2.86,1259.91,0,0,107.84,1164.83,252.81,12423.1,11.09,350.39
90,1997,11,Tamil Nadu,Madurai,512.71,3929.41,0,0,69.25,974.8,14.92,1259.07,84.17,1015.44,21.37,1797.31,56.39,1976.52,1.68,2400,0,0,0.12,500,4.29,408.18,20.76,400.15,105.04,1952.05,2.91,394.31,0,0,0,0,0.15,365.85,0,0,2.89,1204.17,0,0,110.99,1124.97,345.7,14133.28,8.28,273.99
90,1998,11,Tamil Nadu,Madurai,627.68,4721.88,0,0,79.98,1228.01,17.61,2439.06,97.59,1348.86,24.57,1758.77,49.34,1980.73,1.61,2402.99,0,0,0.28,518.52,6.62,805.35,22.76,411.5,111.49,2071.15,4.96,503.04,0,0,0,0,0.14,358.97,0,0,2.43,1252.58,0,0,119.02,1151.06,498.2,16836.77,10.73,370.38
90,1999,11,Tamil Nadu,Madurai,575,4452.19,0,0,88.86,1356.43,19.18,2302.52,108.04,1463.36,30.47,1974.72,75.67,1988.7,1.9,2087.91,0,0,0.28,509.09,4.35,759.16,19.99,370.67,123.56,2327.37,3.74,554.07,0,0,0,0,0.08,307.69,0,0,2.11,1082.05,0,0,129.49,1270.76,336.61,13031.75,6.62,289.21
90,2000,11,Tamil Nadu,Madurai,513.58,4350.16,0,0,79.58,1376.34,20.53,2945.48,100.11,1545.62,19.11,1780.99,61.03,1987.95,1.27,2228.07,0,0,0.16,533.33,4.41,617.65,14.78,347.93,69.76,2079.9,3.42,557.91,0,0,0,0,0.06,300,0,0,0.96,1215.19,0,0,74.2,875.72,271.88,11147.19,5.2,280.02
90,2001,11,Tamil Nadu,Madurai,425.8,4188.47,0,0,76.74,1345.61,12.06,2058.02,88.8,1412.21,14.56,1303.49,52.7,1984.93,1.25,2118.64,0,0,0.19,513.51,3.96,615.86,13.42,344.19,54.66,2092.65,1.89,416.3,0,0,0,0,0.1,243.9,0,0,0.82,1261.54,0,0,57.47,735.1,312.56,12878.45,4.43,214.84
90,2002,11,Tamil Nadu,Madurai,219.83,3006.84,0,0,60.1,973.59,6.21,1848.21,66.3,1018.59,13.67,1058.87,77.18,1984.57,1.13,1486.84,0,0,0.29,527.27,4.83,943.36,12.22,299.58,27.82,1512.78,0.84,315.79,0,0,0,0,0.04,266.67,0,0,0.62,968.75,0,0,29.32,412.32,194.76,8852.73,2.17,150.69
90,2003,11,Tamil Nadu,Madurai,152.63,3077.22,0,0,66.52,887.41,2.76,1057.47,69.28,893.01,12.4,837.84,84.36,1984.94,0.79,1549.02,0,0,0.25,531.91,4.67,976.99,12.09,273.96,29.26,1607.69,1.44,411.43,0,0,0,0,0.04,266.67,0,0,1.01,1202.38,0,0,31.73,440.08,115.77,8135.63,2.56,159.6
90,2004,11,Tamil Nadu,Madurai,337.92,3446.76,0,0,74.97,1016.4,4.2,1004.78,79.17,1015.65,19.74,1357.63,81.53,1985.15,0.47,1566.67,0,0,0.53,524.75,4.22,923.41,11.29,272.57,66.25,2251.1,1.19,400.67,0,0,0,0,0.07,291.67,0,0,1.67,1176.06,0,0,69.17,838.63,161.24,11997.02,3.42,163.79
90,2005,11,Tamil Nadu,Madurai,375.08,3396.54,0,0,71.39,1103.4,6.19,1506.08,77.58,1127.62,17.05,1223.1,50.91,1200.99,0.54,1384.62,0,0,0.46,511.11,4.47,876.47,13.17,335.97,67.87,2118.29,1.2,360.36,0,0,0,0,0.1,333.33,0,0,2.94,1406.7,0,0,72.09,808.37,220.12,11548.79,3.57,239.92
90,2006,11,Tamil Nadu,Madurai,412.98,4098.65,0,0,76.97,1862.78,10.31,539.79,87.28,1444.79,19.37,1631.84,204.49,4248.7,0.51,1545.45,0,0,0.44,523.81,3.63,947.78,11.16,304.92,45.66,2294.47,1.1,401.46,0,0,0,0,0.13,342.11,0,0,9.64,2171.17,0,0,56.52,710.59,260.49,11510.83,4.04,316.86
90,2007,11,Tamil Nadu,Madurai,344.38,3681.63,0,0,75.43,1779.01,9.4,577.4,84.84,1446.05,14.15,1275.92,236.09,4425.3,0.44,2000,0,0,0.46,528.74,4.27,845.54,8.52,231.65,44.99,2109.24,0.98,371.21,0,0,0,0,0.16,333.33,0,0,7.74,1471.48,0,0,53.88,649.47,204.89,10316.72,3.14,310.89
90,2008,11,Tamil Nadu,Madurai,420.18,4122.65,0,0,52.14,1394.86,11.57,993.99,63.69,1299.53,18.17,1717.39,429.04,6212.57,0.25,2272.73,0,0,0.32,507.94,2.53,681.94,7.84,267.21,48.96,2707.96,1.52,495.11,0,0,0,0,0.18,321.43,0,0,4.44,1675.47,0,0,55.1,699.5,200.36,12276.96,3.08,340.33
90,2009,11,Tamil Nadu,Madurai,360.18,4339,0,0,0,0,0,0,63.1,1359.04,21.5,1968.86,324.63,5824,1.19,2704.55,0,0,0.34,523.08,4.99,1211.17,9.97,334.34,30.69,2288.59,1.1,345.91,0,0,0,0,0.13,333.33,0,0,1.88,1553.72,0,0,0,0,172.52,11939.1,2.71,352.86
90,2010,11,Tamil Nadu,Madurai,432.12,4559.67,0,0,48.05,1452.98,41.64,2676.09,89.69,1844.71,23.68,2281.31,290.41,5532.67,0.24,2400,0,0,0.33,500,4.62,1022.12,13.33,380.53,42.35,2528.36,1.28,573.99,0,0,0,0,0.12,342.86,0,0,1.07,1244.19,0,0,0,0,177.36,11975.69,3.8,383.06
90,2011,11,Tamil Nadu,Madurai,486.75,4889.99,0,0,59.5,1747.94,39.74,2769.34,99.22,2050.42,23.93,2537.65,357.64,6152.42,0.3,2727.27,0,0,0.44,656.72,5.57,1265.91,0,0,56.86,3085.19,0,0,0,0,0,0,0.12,300,0,0,2.51,1559.01,0,0,0,0,217.29,12625.8,5.21,470.22
90,2012,11,Tamil Nadu,Madurai,143.45,3792.97,0,0,23.65,1210.96,29.42,1862.03,53.07,1502.97,9.01,1647.17,191.94,3784.31,0.2,2500,0,0,0.14,482.76,2.52,666.67,10.3,334.2,31.89,2817.14,0.88,431.37,0,0,0,0,0.08,296.3,0,0,1.8,1241.38,0,0,0,0,159.9,9557.68,2.59,304.35
90,2013,11,Tamil Nadu,Madurai,240.54,4625.77,0,0,49.53,1773.36,75.42,3167.58,124.95,2415.43,8.66,2061.9,298.35,6476.02,0.62,3444.44,0,0,0.15,652.17,5.7,1027.03,15.51,452.45,21.51,2623.17,1.62,498.46,0,0,0,0,0.11,440,0,0,1.86,1512.2,0,0,25.1,1942.72,138.17,9628.57,3.48,372.59
90,2014,11,Tamil Nadu,Madurai,340.08,4618.77,0,0,105.16,3178,137.6,2763.05,242.76,2928.35,14.31,3070.82,311.02,7740.67,0.28,3500,0,0,0.32,551.72,0,0,35.84,679.82,43.12,3452.36,2.3,662.82,0,0,0,0,0.07,333.33,0,0,1.01,1383.56,0,0,46.48,2756.82,83.82,8955.13,8.69,610.25
90,2015,11,Tamil Nadu,Madurai,354.99,4147.08,0,0,40.95,2148.48,96.91,2300.81,137.86,2253.35,12.32,2871.79,396.77,8304.1,0.22,3142.86,0,0,0.32,542.37,0,0,37.48,706.52,41.84,2709.84,2.57,805.64,0,0,0,0,0.06,285.71,0,0,1.05,1179.78,0,0,45.46,2319.39,109.81,10237.06,7.17,490.76
90,2016,11,Tamil Nadu,Madurai,313.06,4056.26,0,0,11.93,1647.06,27.05,536.58,38.98,676.07,4.78,1025.07,67.35,1642.97,0.27,3000,0,0,0.34,577.97,3.15,581.06,11.13,366.69,15.72,2255.99,0.63,364.16,0,0,0,0,0.05,338.24,0,0,0.31,681.32,0,0,0,0,63.03,6356,3.02,191.8
90,2017,11,Tamil Nadu,Madurai,171.29,4656.49,0,0,78.23,2155.34,64.39,1764.66,142.62,1959.48,8.76,2482.72,362.97,8465.55,0.19,3795.92,0,0,0.33,925,7.02,1126.06,34.03,700.75,27.59,2803.6,0.65,360.33,0,285.71,0,0,0.04,346.56,0,0,0.13,1297.03,0,0,0,0,64.88,9303.31,0.01,0.44
91,1966,11,Tamil Nadu,Ramananthapuram,300,1094.89,0,0,7.1,797.75,6.7,697.92,13.8,745.95,33,673.47,0,0,30,1111.11,0,0,0,0,1,250,4.27,300.7,37,1000,2,289.86,0,0,0,0,0,0,0,0,0,0,0,0,39,770.14,17,6296.3,9,132.35
91,1967,11,Tamil Nadu,Ramananthapuram,288,1066.67,0,0,7.4,804.35,7.6,703.7,15,750,37,660.71,0,0,31,1000,0,0,0,0,1,500,4.42,241.13,30,731.71,2.6,295.45,0,0,0,0,0,0,0,0,0,0,0,0,32.6,567.65,28.9,8257.14,14,186.67
91,1968,11,Tamil Nadu,Ramananthapuram,181,686.91,0,0,6.7,582.61,1.3,722.22,8,601.5,25,457.88,0,0,24,830.45,0,0,0,0,1,833.33,4.51,262.82,25,706.21,1.6,307.69,0,0,0,0,0,0,0,0,0,0,0,0,26.6,544.19,55.1,8223.88,7,102.64
91,1969,11,Tamil Nadu,Ramananthapuram,247.6,937.52,0,0,5.7,750,4.5,750,10.2,750,33.9,600,0,0,34,1065.83,0,0,0,0,0.4,363.64,5.26,285.87,24.5,702.01,1.8,290.32,0,0,0,0,0.1,1000,0,0,0,0,0,0,26.4,534.63,44.9,7741.38,5.5,89.87
91,1970,11,Tamil Nadu,Ramananthapuram,274.3,1074.84,0,0,9,697.67,1.5,272.73,10.5,905.17,29.2,575.94,0.1,1000,23,807.02,0,0,0,0,0.6,375,-1,-1,32.6,928.77,2.2,309.86,0,0,0,0,0.1,1000,0,0,0,0,0,0,34.9,677.41,30.1,8361.11,4.4,68.64
91,1971,11,Tamil Nadu,Ramananthapuram,333.8,1200.29,0,0,8.5,833.33,4.9,844.83,10.1,726.62,27.1,532.42,0.1,1000,30.5,1016.67,0,0,0,0,1.8,473.68,4.39,281.05,49.2,1044.59,2.9,298.97,0,0,0,0,0.1,1000,0,0,0,0,0,0,52.2,791.39,37.6,10162.16,6.1,86.04
91,1972,11,Tamil Nadu,Ramananthapuram,370.7,1249.83,0,0,5.5,785.71,3.7,1193.55,9.2,910.89,24.5,467.56,0.1,1000,26.6,910.96,0,0,0,0,1.6,470.59,4.69,241.75,26.4,622.64,3.3,297.3,0,0,0,0,0.1,500,0,0,0,0,0,0,29.8,475.58,39.7,8446.81,6.4,100.31
91,1973,11,Tamil Nadu,Ramananthapuram,383,1325.72,0,0,6,909.09,2.6,634.15,8.6,803.74,34.7,706.72,0.1,1000,23.1,995.69,0,0,0.1,1000,2.4,615.38,4.8,224.19,28.7,743.52,3.7,238.71,0,0,0,0,0,0,0,0,0,0,0,0,32.4,507.6,56.8,8606.06,9.9,155.91
91,1974,11,Tamil Nadu,Ramananthapuram,138,767.09,0,0,0.9,115.38,0.6,250,1.5,147.06,13.1,329.15,0.1,1000,19.5,812.5,0,0,0,0,0.6,428.57,3.35,225.74,14.3,455.41,2.2,220,0,0,0,0,0,0,0,0,0,0,0,0,16.5,323.09,45.8,7633.33,5.4,98.9
91,1975,11,Tamil Nadu,Ramananthapuram,272.4,1154.73,0,0,4.3,346.77,4.7,1678.57,9,592.11,36.2,728.37,0,0,33.2,956.77,0,0,0,0,1.2,521.74,3.51,207.69,25,912.41,2.1,156.72,0,0,0,0,0,0,0,0,0,0,0,0,27.1,529.19,33.4,7260.87,3.4,53.63
91,1976,11,Tamil Nadu,Ramananthapuram,217.5,927.11,0,0,8.9,659.26,1.9,703.7,10.8,666.67,37.1,731.76,0,0,27.6,846.63,0,0,0,0,1.4,451.61,6.48,301.96,19.2,849.56,3.2,278.26,0,0,0,0,0,0,0,0,0,0,0,0,22.4,509.67,59,11132.08,6.6,130.95
91,1977,11,Tamil Nadu,Ramananthapuram,365.1,1247.78,0,0,11,1028.04,2.2,880,13.2,1137.93,38.8,908.67,0,0,31.7,1063.76,0,0,0.1,1000,1.8,461.54,6.48,295.22,19.6,784,3.6,272.73,0,0,0,0,0.1,1000,0,0,0,0,0,0,23.3,492.5,66.6,9514.29,6.2,103.85
91,1978,11,Tamil Nadu,Ramananthapuram,334,1241.17,0,0,12.7,1365.59,1.1,611.11,13.8,1243.24,38.1,863.95,0,0,38.8,1400.72,0,0,0,0,2.9,483.33,5.52,260.62,22.9,958.16,2.9,223.08,0,0,0,0,0.1,1000,0,0,0,0,0,0,25.9,555.08,41.9,7905.66,15.4,216.6
91,1979,11,Tamil Nadu,Ramananthapuram,398,1312.23,0,0,11.3,933.88,2.2,1294.12,13.5,978.26,27.1,718.83,0,0,38.5,1425.93,0,0,0,0,1.4,350,7.84,308.66,20.5,1151.69,2.7,223.14,0,0,0,0,0,0,0,0,0,0,0,0,23.2,502.49,34.7,6803.92,10.4,181.18
91,1980,11,Tamil Nadu,Ramananthapuram,117.1,448.32,0,0,8.1,778.85,1.2,666.67,9.3,762.3,25.7,815.87,0,0,20.6,1030,0,0,0,0,1.1,550,7,379.4,19.7,1437.96,0.7,116.67,0,0,0,0,0,0,0,0,0.5,416.67,0,0,20.9,496.56,41.8,6634.92,8.1,175.32
91,1981,11,Tamil Nadu,Ramananthapuram,549.1,1781.06,0,0,11,916.67,1.9,513.51,12.9,821.66,22.5,821.17,0,0,32.8,1490.91,0,0,0,0,2.5,462.96,7.12,406.62,13.7,756.91,2.4,269.66,0,0,0,0,0,0,0,0,1.3,309.52,0,0,17.4,347.58,30.2,5698.11,8.5,173.47
91,1982,11,Tamil Nadu,Ramananthapuram,270,1125,0,0,8.8,871.29,0.4,800,9.2,867.92,12.6,547.83,0,0,29,1380.95,0,0,0,0,1.5,277.78,4.93,314.01,19,855.86,2.3,328.57,0,0,0,0,0.1,250,0,0,4.3,358.33,0,0,25.7,589.04,24.7,6024.39,6.7,171.79
91,1983,11,Tamil Nadu,Ramananthapuram,398,1468.63,0,0,9.8,1053.76,2.2,758.62,12,983.61,41.3,1625.98,0.7,1750,32.4,1472.73,0,0,0,0,3.1,436.62,3.55,244.49,23.9,926.36,2,185.19,0,0,0,0,0.1,250,0,0,3,422.54,0,0,29,610.91,30.2,8882.35,7,192.31
91,1984,11,Tamil Nadu,Ramananthapuram,214,995.35,0,0,8.9,1011.36,0.2,1000,9.1,1011.11,12.4,484.38,1.2,2400,20.1,1340,0,0,0.1,500,3,638.3,2.95,206.01,28.1,1033.09,1.6,175.82,0,0,0,0,0.1,333.33,0,0,1.5,326.09,0,0,31.3,644.83,46.7,10152.17,7.4,178.74
91,1985,11,Tamil Nadu,Ramananthapuram,210.3,968.23,0,0,13.4,1072,0.3,750,13.7,1062.02,19.1,1010.58,1.2,2400,19.1,1264.9,0,0,0,0,0.9,562.5,6.51,403.1,33.1,937.68,2.4,222.22,0,0,0,0,0,0,0,0,1.2,375,0,0,36.7,656.18,57.5,10648.15,10.4,235.29
91,1986,11,Tamil Nadu,Ramananthapuram,255.5,1236.09,0,0,16.4,1131.03,0.1,1000,16.5,1130.14,23,365.08,1,1000,23,1210.53,0,0,0,0,2,666.67,5.84,369.15,24.3,725.37,1.7,175.26,0,0,0,0,0,0,0,0,1.2,428.57,0,0,27.2,513.3,50,8928.57,9,214.29
91,1987,11,Tamil Nadu,Ramananthapuram,602.7,2066.87,0,0,15.6,1268.29,1.2,800,16.8,1217.39,15,882.35,0.6,2000,18,1285.71,0,0,0,0,1,500,12.21,536.47,28.8,656.04,3.2,288.29,0,0,0,0,0,0,0,0,1.8,439.02,0,0,33.8,600.36,64.1,11051.72,14,269.23
91,1988,11,Tamil Nadu,Ramananthapuram,186.1,859.19,0,0,12.2,1435.29,0.4,800,12.6,1400,9.5,798.32,0.7,1750,17.2,1219.86,0,0,0,0,5.4,642.86,3.08,236.38,35.3,714.57,2,186.92,0,0,0,0,0.1,500,0,0,0.9,391.3,0,0,38.3,635.79,97.6,10844.44,12.1,257.45
91,1989,11,Tamil Nadu,Ramananthapuram,429.2,1598.51,0,0,11.3,949.58,3.2,1230.77,14.5,1006.94,15.2,1117.65,0.5,1666.67,15.2,1433.96,0,0,0.1,500,2.4,648.65,13.06,390.9,38.3,845.47,1.4,116.67,0,0,0,0,0.1,333.33,0,0,1.6,666.67,0,0,41.4,657.77,87.2,11037.97,16.4,283.74
91,1990,11,Tamil Nadu,Ramananthapuram,590.05,2127.15,0,0,19.48,1331.51,1.18,3575.76,20.66,1381.02,20.01,1078.13,1.16,2109.09,17.93,1344.08,0,0,0.12,500,1.38,616.07,11.9,439.44,28.41,780.28,2.12,201.14,0,0,0,0,0.01,125,0,0,0.83,448.65,0,0,31.37,492.46,96.77,10776.17,18.24,326.47
91,1991,11,Tamil Nadu,Ramananthapuram,270.31,1104.84,0,0,12.39,1257.87,0.89,3560,13.4,1326.73,17.17,1133.33,1.7,2098.77,14.08,1462.1,0,0,0.02,400,0.98,547.49,14.51,475.89,19.72,627.83,2.37,271.17,0,0,0,0,0,0,0,0,0.73,419.54,0,0,22.82,397.28,113.09,11000.97,10.97,174.65
91,1992,11,Tamil Nadu,Ramananthapuram,590.95,2128.25,0,0,12.04,1480.93,0.65,2241.38,12.69,1505.34,17.47,1305.68,2.76,1971.43,12.02,1602.67,0,0,0.1,500,1.78,595.32,13.29,485.92,37.57,1047.39,3.56,301.18,0,0,0,0,0.01,333.33,0,0,1.49,442.14,0,0,42.63,633.81,80.22,11762.46,9.9,181.45
91,1993,11,Tamil Nadu,Ramananthapuram,744,2666.67,0,0,13.92,1337.18,0.72,2000,14.64,1360.59,29,1933.33,3,1500,18,2250,0,0,0,0,2,500,14,388.89,51,1159.09,4,266.67,0,0,0,0,0,0,0,0,9,1000,0,0,64,914.29,126.7,12300.97,9.86,179.27
91,1994,11,Tamil Nadu,Ramananthapuram,562.38,1999.22,0,0,10.13,1139.48,0.54,1800,10.67,1180.31,10.87,1144.21,5.73,2046.43,6.41,1700.27,0,0,0.09,500,1.17,576.35,10.18,436.16,33.09,1113.77,3,395.78,0,0,0,0,0,0,0,0,1.38,539.06,0,0,37.47,645.81,132.02,11112.79,7.75,174.31
91,1995,11,Tamil Nadu,Ramananthapuram,87.82,403.1,0,0,5.42,754.87,0.42,311.11,5.84,698.56,5.72,607.86,5.12,2039.84,2.83,1136.55,0,0,0.05,454.55,0.42,259.26,5.02,263.79,22.46,1038.85,1.82,294.02,0,0,0,0,0,0,0,0,0.5,354.61,0,0,24.81,520.67,80.29,7124.22,3.34,90.51
91,1996,11,Tamil Nadu,Ramananthapuram,391.4,1609.44,0,0,15.07,1586.32,0.32,173.91,15.39,1488.39,15.73,1292.52,4.39,2032.41,4.44,1432.26,0,0,0.05,500,0.8,467.84,7.33,188.19,25.2,1097.08,2.12,318.8,0,0,0,0,0,0,0,0,0.37,289.06,0,0,28.59,567.71,77.57,9030.27,5.21,150.62
91,1997,11,Tamil Nadu,Ramananthapuram,814.29,2996.25,0,0,7.18,948.48,0.16,262.3,7.34,896.21,19.11,1779.33,5.12,2015.75,6.08,2111.11,0,0,0.06,500,0.76,503.31,7.78,374.22,28.61,1173.5,1.51,314.58,0,0,0,0,0.05,166.67,0,0,0.73,405.56,0,0,30.9,607.31,69.66,9153.75,5.62,169.33
91,1998,11,Tamil Nadu,Ramananthapuram,831.08,3120.96,0,0,9.65,1073.41,0.24,129.73,9.89,912.36,14.47,1521.56,6.37,2048.23,4.38,2201.01,0,0,0.09,500,0.97,646.67,7.97,411.46,34.32,1391.16,3.05,475.82,0,0,0,0,0,0,0,0,1.98,1131.43,0,0,39.35,747.81,82.73,10138.48,8.84,275.22
