Dist Code,Year,State Code,State Name,Dist Name,RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha)
91,1999,11,Tamil Nadu,Ramananthapuram,385.13,1537.32,0,0,7.95,935.29,0.65,783.13,8.6,921.76,17.83,1593.39,11.46,2031.91,3.36,2100,0,0,0.06,500,0.72,672.9,9.61,545.4,32.82,1429.44,2.36,446.12,0,0,0,0,0,0,0,0,1.08,771.43,0,0,36.26,718.87,91.37,9537.58,7.44,301.34
91,2000,11,Tamil Nadu,Ramananthapuram,528.42,2255.89,0,0,8.87,915.38,0.73,442.42,9.6,847.31,9.61,1024.52,12.7,2000,3.19,2362.96,0,0,0.04,444.44,0.78,709.09,3.99,257.59,23.33,1149.26,1.93,365.53,0,0,0,0,0,0,0,0,0.54,729.73,0,0,25.8,541.11,92.71,10358.66,6.07,231.5
91,2001,11,Tamil Nadu,Ramananthapuram,421.78,1824.62,0,0,6.62,925.87,0.48,280.7,7.1,803.17,9.43,1339.49,14.01,2021.65,3.88,2031.41,0,0,0.09,500,0.86,651.52,10.04,550.44,27.64,1499.73,2.77,475.95,0,0,0,0,0,0,0,0,0.76,678.57,0,0,31.17,663.33,87.89,9290.7,5.75,222.09
91,2002,11,Tamil Nadu,Ramananthapuram,385.79,1624.38,0,0,4.82,591.41,0.22,1375,5.03,605.29,8.39,1248.51,18.03,2023.57,2.86,1521.28,0,0,0.06,500,0.55,550,10.42,505.09,19.17,1004.19,1.03,339.93,0,0,0,0,0.01,500,0,0,0.49,550.56,0,0,20.71,444.99,85.45,9178.3,3.38,171.75
91,2003,11,Tamil Nadu,Ramananthapuram,114.58,527.7,0,0,8.32,766.11,0.2,1111.11,8.52,771.74,6.46,1098.64,17.13,2022.43,4.86,1625.42,0,0,0.07,466.67,0.47,610.39,10.21,420.68,18.36,722.27,2.8,299.79,0,0,0,0,0,0,0,0,0.35,466.67,0,0,21.51,363.04,61,9131.74,3.03,135.51
91,2004,11,Tamil Nadu,Ramananthapuram,521.23,2158.66,0,0,10.74,737.13,0.34,1096.77,11.08,744.62,8.31,1206.1,16.85,2010.74,4.77,1685.51,0,0,0.06,461.54,0.43,661.54,11.17,531.15,38.1,1628.21,1.62,280.76,0,0,0,0,0.01,111.11,0,0,0.42,656.25,0,0,40.15,748.65,44.26,9417.02,3.58,153.38
91,2005,11,Tamil Nadu,Ramananthapuram,538.3,2169.69,0,0,7.19,577.05,0.69,1380,7.88,608.02,9.85,1304.64,13.69,1223.41,2.14,926.41,0,0,0.08,533.33,0.46,541.18,7.15,308.86,31.79,1336.28,1.18,264.57,0,0,0,0,0.02,285.71,0,0,0.48,872.73,0,0,33.45,634,79.12,10451.78,3.26,182.33
91,2006,11,Tamil Nadu,Ramananthapuram,490.85,2007.16,0,0,8.5,965.91,0.61,813.33,9.07,949.74,18.28,3335.77,71.98,5403.9,2.19,1564.29,0,0,0.07,466.67,0.41,719.3,18.42,833.11,26.16,1363.21,1.16,354.74,0,0,0,0,0.01,200,0,0,1.35,1500,0,0,28.68,613.74,116.35,10773.15,4.17,286.99
91,2007,11,Tamil Nadu,Ramananthapuram,201.91,882.82,0,0,7.75,837.84,1.78,864.08,9.6,848.06,8.46,1851.2,69.65,5252.64,1.84,1559.32,0,0,0.08,500,0.3,681.82,9.24,390.2,18.18,956.34,1.98,301.83,0,0,0,0,0.01,500,0,0,0.84,743.36,0,0,21.01,410.75,107.78,10016.73,2.78,235.99
91,2008,11,Tamil Nadu,Ramananthapuram,439.72,1816.05,0,0,14.81,1570.52,3.8,1082.62,18.7,1445.13,6.21,1715.47,78.59,4686.34,1.82,1978.26,0,0,0.09,500,0.15,312.5,8.1,451.25,25.58,1389.46,0.71,161.36,0,0,0,0,0.07,350,0,0,0.69,439.49,0,0,27.04,553.64,103.21,10841.39,2.26,224.65
91,2009,11,Tamil Nadu,Ramananthapuram,437.7,1840.31,0,0,0,0,0,0,11.79,1038.77,5.89,1502.55,51.1,3626.69,1.35,1849.31,0,0,0.07,538.46,0.16,372.09,4.06,257.94,14.58,945.53,0.84,218.75,0,0,0,0,0.03,230.77,0,0,0.79,663.87,0,0,0,0,86.7,10046.35,1.98,223.48
91,2010,11,Tamil Nadu,Ramananthapuram,536.94,2183.57,0,0,2.02,538.67,15.44,1812.21,17.45,1419.85,6.95,2363.95,56.65,5150,1.08,1928.57,0,0,0.05,500,0.33,673.47,5.24,239.49,16.28,1187.45,0.64,205.13,0,0,0,0,0.02,200,0,0,0.36,461.54,0,0,0,0,80.34,8848.02,2.7,293.48
91,2011,11,Tamil Nadu,Ramananthapuram,866.89,3576.28,0,0,1.67,445.33,11.39,1473.48,13.06,1138.62,6.54,2422.22,116.73,6572.64,0.82,2050,0,0,0.03,600,0.57,863.64,0,0,30.71,2009.82,0,0,0,0,0,0,0,0,0,0,0.86,1387.1,0,0,0,0,121.84,12027.64,4.83,404.52
91,2012,11,Tamil Nadu,Ramananthapuram,239.34,1139.12,0,0,1.09,915.97,10.29,858.93,11.38,864.09,3.47,985.8,56.68,2264.48,0.69,1352.94,0,0,0.01,250,0.38,760,3.37,271.34,18.23,1592.14,0.6,257.51,0,0,0,0,0.01,200,0,0,0.3,312.5,0,0,0,0,89.26,9025.28,2.26,227.14
91,2013,11,Tamil Nadu,Ramananthapuram,148.16,752.46,0,0,8.56,2264.55,35.72,2449.93,44.26,2409.36,11.68,2104.5,122.54,4572.39,1.25,1984.13,0,0,0.02,500,1.11,1037.38,6.38,534.79,17.26,1433.55,0.69,169.95,0,0,0,0,0.01,250,0,0,1.33,1400,0,0,19.3,1129.98,67.14,7806.98,6.1,462.47
91,2014,11,Tamil Nadu,Ramananthapuram,729.45,3618.84,0,0,6.53,2034.27,65.48,3716.23,72,3456.55,21.23,4098.46,155.58,8171.22,3.19,3467.39,0,0,0.03,500,0,0,12.78,793.79,19.46,1737.5,2.6,844.16,0,0,0,0,0,0,0,0,1.04,1350.65,0,0,23.11,1531.48,59.52,9343.8,6.33,400.63
91,2015,11,Tamil Nadu,Ramananthapuram,593.55,2794.49,0,0,2.43,2189.19,42.84,2711.39,45.27,2677.11,10.02,3027.19,149.24,6609.39,1.36,2720,0,0,0.01,1000,0,0,11.09,605.1,22.31,1791.97,0.37,256.94,0,0,0,0,0,0,0,0,1.89,945,0,0,24.6,1547.17,60.67,9108.32,7.01,444.23
91,2016,11,Tamil Nadu,Ramananthapuram,446.92,2072.3,0,0,0.81,1003.74,8.45,731.82,9.26,749.47,2.29,719.67,21.73,780.77,0.81,3018.66,0,0,0,571.43,0.44,654.36,5.48,362.4,10.83,958.99,0.22,135.89,0,0,0,0,0,250,0,0,0.65,279.67,0,0,0,0,38.83,5736.73,3.27,179.37
91,2017,11,Tamil Nadu,Ramananthapuram,438.45,2017.36,0,0,5.9,1138.86,22.33,1896.72,28.23,1665.23,3.93,1976.86,155.04,6247.74,2.03,4335.47,0,0,0.01,923.08,0.82,1092.25,9.85,636.44,14.65,1309.96,0.78,364.7,0,0,0,0,0,272.73,0,0,1.75,837.15,0,0,0,0,34.06,6774.42,0.01,0.28
92,1966,11,Tamil Nadu,Thirunelveli,211,1361.29,0,0,21.2,1049.5,12.2,953.13,33.4,1012.12,45,681.82,0,0,12,1500,0,0,0,0,0.5,333.33,10.74,277.38,13,1000,2,303.03,0,0,0,0,0,0,0,0,0,0,0,0,15,647.95,5.9,8428.57,13.8,156.82
92,1967,11,Tamil Nadu,Thirunelveli,248,1722.22,0,0,20,1052.63,14.3,953.33,34.3,1008.82,52,675.32,0,0,12,1200,0,0,0,0,0.5,312.5,11.78,233.73,11,733.33,2.3,302.63,0,0,0,0,0,0,0,0,0,0,0,0,13.3,500.19,6.9,7666.67,10.3,118.39
92,1968,11,Tamil Nadu,Thirunelveli,239,1701.07,0,0,20.6,903.51,19.1,1104.05,39.7,990.02,51,644.75,0,0,17,1428.57,0,0,0,0,0.4,500,10.64,257.5,11,887.1,2.3,298.7,0,0,0,0,0.1,1000,0,0,0,0,0,0,13.4,550.99,13.1,8187.5,7.2,88.78
92,1969,11,Tamil Nadu,Thirunelveli,283.9,2082.91,0,0,24.7,1102.68,17.1,1103.23,41.8,1102.9,52.6,650.99,0,0,11.6,1045.05,0,0,0,0,0.3,428.57,11.03,263.43,8.8,704,2.4,300,0,0,0,0,0.1,1000,0,0,0,0,0,0,11.3,397.89,13.9,7722.22,8,101.39
92,1970,11,Tamil Nadu,Thirunelveli,338.9,2670.61,0,0,21.2,976.96,16.8,1208.63,38,1067.42,47,650.07,0,0,11.8,1191.92,0,0,0,0,0.9,428.57,-1,-1,13.9,914.47,2.4,300,0,0,0,0,0,0,0,0,0,0,0,0,16.3,513.22,8.3,8300,7.3,89.9
92,1971,11,Tamil Nadu,Thirunelveli,395.3,2624.83,0,0,20,1098.9,12.3,1230,32.3,1145.39,58.3,761.1,0,0,12,1348.31,0,0,0.1,1000,1.6,500,22,370.99,15.8,963.41,2.8,304.35,0,0,0,0,0,0,0,0,0,0,0,0,18.6,606.06,6.9,8625,7.1,85.23
92,1972,11,Tamil Nadu,Thirunelveli,349,2173.1,0,0,30,1515.15,14,1627.91,44,1549.3,32.4,463.52,0,0,15.2,1345.13,0,0,0,0,1.3,464.29,18.79,325.03,16.2,1051.95,2.2,305.56,0,0,0,0,0.1,1000,0,0,0,0,0,0,18.5,610.36,9.9,8250,6.7,71.81
92,1973,11,Tamil Nadu,Thirunelveli,418.8,2632.31,0,0,29.3,1313.9,12.8,1542.17,42.1,1375.82,46.3,698.34,0,0,17.6,1742.57,0,0,0.1,1000,1.2,800,16.95,305.63,29.2,1553.19,1.7,250,0,0,0,0,0.1,1000,0,0,0,0,0,0,31,923.72,19,9500,7.1,84.62
92,1974,11,Tamil Nadu,Thirunelveli,251.4,2017.66,0,0,22.5,1229.51,8.3,1537.04,30.8,927.71,29.2,462.76,0.1,1000,16,1684.21,0,0,0,0,0.3,428.57,7.05,224.09,14.6,960.53,1.3,250,0,0,0,0,0,0,0,0,0,0,0,0,15.9,603.87,12.4,8857.14,6.2,90.25
92,1975,11,Tamil Nadu,Thirunelveli,228.1,2031.17,0,0,16.5,746.61,32.4,3903.61,48.9,1608.55,35.1,474.97,0.1,1000,20.6,2080.81,0,0,0,0,0.3,600,4.55,216.87,11.4,1175.26,0.5,238.1,0,0,0,0,0.1,1000,0,0,0,0,0,0,12,660.79,10.3,10300,2.1,25.58
92,1976,11,Tamil Nadu,Thirunelveli,260.4,2449.67,0,0,18.1,909.55,14.4,1297.3,32.5,978.92,49,606.44,0.1,1000,15.1,2013.33,0,0,0,0,0.2,400,9.76,324.68,6,895.52,2.2,293.33,0,0,0,0,0.1,1000,0,0,0,0,0,0,8.3,406.27,10.7,9727.27,5.1,84.44
92,1977,11,Tamil Nadu,Thirunelveli,451.5,2690.7,0,0,31.4,1715.85,20.9,2714.29,52.3,2011.54,84.6,1281.82,0,0,17.3,2246.75,0,0,0,0,0.5,500,18.08,359.66,17.6,1294.12,2.5,352.11,0,0,0,0,0.1,500,0,0,0,0,0,0,20.2,745.94,13.8,10615.38,7.5,96.4
92,1978,11,Tamil Nadu,Thirunelveli,403.4,2703.75,0,0,36.1,2674.07,15.2,2026.67,51.3,2442.86,62.3,973.44,0,0,16.5,2062.5,0,0,0,0,1,500,16.9,340.25,18.8,1296.55,1.7,250,0,0,0,0,0.1,500,0,0,0,0,0,0,20.6,721.29,15.3,11769.23,16.4,170.48
92,1979,11,Tamil Nadu,Thirunelveli,394.8,2307.42,0,0,29.8,2191.18,16.7,1518.18,46.5,1890.24,62.3,1074.14,0,0,14.5,1705.88,0,0,0,0,0.5,500,13.54,270.26,16.8,1226.28,1.6,253.97,0,0,0,0,0.1,500,0,0,0,0,0,0,18.5,769.55,12.7,9769.23,11,141.75
92,1980,11,Tamil Nadu,Thirunelveli,369.9,2365.09,0,0,20.1,1189.35,16.4,2129.87,36.5,1483.74,41.3,717.01,0,0,11.9,1700,0,0,0,0,0.5,500,12,295.49,16.2,1472.73,1.2,230.77,0,0,0,0,0.1,500,0,0,0.4,363.64,0,0,17.9,755.27,15.3,10200,8.6,137.82
92,1981,11,Tamil Nadu,Thirunelveli,330.8,2448.56,0,0,40.7,2004.93,33.5,3806.82,74.2,2549.83,46.4,966.67,0,0,17.8,1780,0,0,0,0,0.4,400,10.86,334.57,11.2,1154.64,1.6,235.29,0,0,0,0,0.1,500,0,0,1.9,243.59,0,0,14.8,634.65,19.8,9900,9.1,137.25
92,1982,11,Tamil Nadu,Thirunelveli,260,2385.32,0,0,11.2,678.79,13.2,1534.88,24.4,972.11,40.2,820.41,0,0,10.4,1733.33,0,0,0,0,0.8,380.95,12.67,429.2,15.6,1164.18,1.2,176.47,0,0,0,0,0.1,250,0,0,8.6,452.63,0,0,25.5,928.96,14.5,9062.5,7.1,134.47
92,1983,11,Tamil Nadu,Thirunelveli,244,2184.42,0,0,14.9,903.03,17.5,1535.09,32.4,1161.29,65.2,1293.65,0,0,5.3,946.43,0,0,0,0,0.3,428.57,13.1,356.08,19.6,1256.41,1.2,176.47,0,0,0,0,0.2,333.33,0,0,6.7,320.57,0,0,27.7,812.32,10.9,9083.33,7.5,152.44
92,1984,11,Tamil Nadu,Thirunelveli,331,2398.55,0,0,13.6,1079.37,18.9,1536.59,32.5,1305.22,66.5,1164.62,0,0,14.6,2147.06,0,0,0.2,666.67,0.5,625,16.66,482.76,29.1,1287.61,3.3,397.59,0,0,0,0,0.3,375,0,0,6.6,425.81,0,0,39.3,954.12,24,10000,17.7,222.92
92,1985,11,Tamil Nadu,Thirunelveli,397.4,3153.97,0,0,17.4,1462.18,22.6,1537.41,40,1503.76,59.2,1235.91,0.2,500,11.1,2018.18,0,0,0.2,666.67,0.4,571.43,13.04,293.36,22,1122.45,3.6,375,0,0,0,0,0.2,400,0,0,1.7,354.17,0,0,27.5,747.69,19.7,10944.44,19,265.73
92,1986,11,Tamil Nadu,Thirunelveli,237.4,3055.34,0,0,15.7,1365.22,10.3,1537.31,26,1428.57,15.8,359.91,0.3,500,5.8,1567.57,0,0,0,0,0.3,600,8.46,178.29,11.7,1114.29,0.8,181.82,0,0,0,0,0.1,333.33,0,0,0.4,90.91,0,0,13,478.12,23,13529.41,20.3,365.77
92,1987,11,Tamil Nadu,Thirunelveli,241,2770.11,0,0,6.2,492.06,11.4,1540.54,17.6,880,29.4,801.09,0.1,500,7,2000,0,0,0,0,0.3,750,24.54,463.72,18.9,1219.35,1.3,220.34,0,0,0,0,0.1,500,0,0,1.2,352.94,0,0,21.5,654.09,17.1,10058.82,25.7,367.14
92,1988,11,Tamil Nadu,Thirunelveli,355.5,3428.16,0,0,7.9,607.69,8.4,1527.27,16.3,881.08,28.3,849.85,0,0,7.6,1948.72,0,0,0,0,0.2,666.67,21.15,380.67,19.5,1203.7,2.2,318.84,0,0,0,0,0.1,500,0,0,1.3,288.89,0,0,23.1,601.09,39.8,11055.56,28.1,360.26
92,1989,11,Tamil Nadu,Thirunelveli,359,3317.93,0,0,23.4,1376.47,6.6,1783.78,30,1449.28,43.1,1326.15,0,0,5.2,1925.93,0,0,0,0,0.1,500,24.37,401.28,26.4,1580.84,2.3,294.87,0,0,0,0,0.2,333.33,0,0,2.6,530.61,0,0,31.5,777.97,40.3,10333.33,27.3,367.43
92,1990,11,Tamil Nadu,Thirunelveli,534.26,4103.69,0,0,18.41,1785.64,9.01,4596.94,27.32,2224.76,46.07,1529.04,0.13,464.29,7.41,2806.82,0,0,0.06,500,0.19,593.75,40.38,585.3,20.73,1203.13,2.87,299.58,0,0,0,0,0.04,74.07,0,0,2.08,418.51,0,0,25.72,599.53,46.45,13047.75,15.97,241.97
92,1991,11,Tamil Nadu,Thirunelveli,428.24,3270.76,0,0,16.92,2160.92,7.16,2910.57,24.08,2340.14,27.09,1488.46,0.17,500,4.16,2718.95,0,0,0.05,500,0.2,555.56,22.55,465.14,21.27,1572.06,2.78,325.15,0,0,0,0,0.02,222.22,0,0,2.26,544.58,0,0,26.33,649.16,54.05,11213.69,14.79,245.11
92,1992,11,Tamil Nadu,Thirunelveli,522.47,3999.31,0,0,18.46,2273.4,6.45,983.23,24.91,1695.71,29.16,1543.67,0.48,510.64,4.73,2718.39,0,0,0.05,625,0.28,583.33,27.79,524.74,24.36,1849.66,5.1,380.03,0,0,0,0,0.06,272.73,0,0,2.04,577.9,0,0,31.56,695,47.18,12383.2,13.52,252.85
92,1993,11,Tamil Nadu,Thirunelveli,496,3786.26,0,0,16.18,2269.28,7.14,916.56,23.32,1563,29,1260.87,0,0,8,2666.67,0,0,0,0,0,0,39,481.48,40,2105.26,5,357.14,0,0,0,0,0,0,0,0,2,400,0,0,49,1195.12,79.8,12276.92,17.51,273.59
92,1994,11,Tamil Nadu,Thirunelveli,611.27,4614.05,0,0,15.66,2424.15,8.19,954.55,23.85,1585.77,28.51,1389.38,1.37,465.99,6.09,2985.29,0,0,0.06,428.57,0.3,833.33,25.56,475,28.04,2138.83,2.91,261.93,0,0,0,0,0.04,250,0,0,1.17,375,0,0,32.16,737.61,63.34,11861.42,15.06,285.17
92,1995,11,Tamil Nadu,Thirunelveli,424.77,4158.7,0,0,14.21,2325.7,4.7,620.87,18.91,1382.31,6.26,298.95,1.32,496.24,3.07,2325.76,0,0,0.06,461.54,0.24,750,7.86,171.77,16.05,1752.18,0.67,120.07,0,0,0,0,0.03,230.77,0,0,0.13,48.15,0,0,17.51,513.64,46.23,9815.29,5.15,118.39
92,1996,11,Tamil Nadu,Thirunelveli,325.56,3948.57,0,0,17.5,2730.11,2.91,301.87,30.41,1895.89,42.59,1690.75,1.07,507.11,2.64,2015.27,0,0,0.05,500,0.15,714.29,16.59,213.68,5.7,972.7,1.95,315.02,0,0,0,0,0.03,230.77,0,0,1.5,660.79,0,0,15.96,507.8,16.18,5185.9,3.55,116.01
92,1997,11,Tamil Nadu,Thirunelveli,404.3,3789.48,0,0,7.63,1526,2.96,586.14,10.59,1052.68,56.04,1959.44,2.24,498.89,3.89,2682.76,0,0,0.07,500,0.08,533.33,18.98,414.86,12.32,1651.47,1.36,270.38,0,0,0,0,0.05,312.5,0,0,1.26,464.94,0,0,14.99,454.79,24.99,10725.32,5.26,197.89
92,1998,11,Tamil Nadu,Thirunelveli,510.33,4496.3,0,0,8.72,1511.27,2.41,471.62,11.13,1022.04,36.71,1751.43,2.77,500,3.25,2826.09,0,0,0.04,500,0.16,615.38,16.02,367.6,26.13,2175.69,1.57,329.83,0,0,0,0,0.06,272.73,0,0,1.21,599.01,0,0,28.97,730.64,36.82,10115.39,5.05,193.04
92,1999,11,Tamil Nadu,Thirunelveli,469.73,4520.11,0,0,8.42,1765.2,2.53,310.81,10.95,1004.59,60.41,1988.48,6.5,498.47,3.49,2440.56,0,0,0.03,500,0.12,666.67,16.68,410.33,15.53,1910.21,1.6,283.69,0,0,0,0,0.04,235.29,0,0,0.94,602.56,0,0,18.11,526.45,50.45,10967.39,4.57,221.84
92,2000,11,Tamil Nadu,Thirunelveli,406.93,4427.48,0,0,13.98,2397.94,3.04,484.08,17.02,1406.61,25.61,1229.48,15.9,1498.59,2.26,2658.82,0,0,0.04,571.43,0.09,692.31,6.35,173.36,15.29,1889.99,1.58,307.39,0,0,0,0,0.08,307.69,0,0,0.5,364.96,0,0,17.45,508.6,55.09,10335.84,5.2,259.35
92,2001,11,Tamil Nadu,Thirunelveli,332.91,4050.99,0,0,5.82,1437.04,1.39,386.11,7.21,941.25,22.36,1127.02,5.52,703.18,2.93,2712.96,0,0,0.05,500,0.1,666.67,15.17,408.89,10.61,1708.53,1.69,381.49,0,0,0,0,0.04,285.71,0,0,0.46,446.6,0,0,12.8,396.41,38.56,10015.58,2.45,148.85
92,2002,11,Tamil Nadu,Thirunelveli,330.79,4087.36,0,0,4.44,590.43,2.35,1407.19,6.8,739.93,25.93,1304.33,7.63,748.04,1.31,2046.88,0,0,0.05,555.56,0.06,545.45,17,384.18,8.1,1505.58,0.99,247.5,0,0,0,0,0.03,272.73,0,0,0.43,390.91,0,0,9.55,301.36,32.96,9181.06,1.8,158.73
92,2003,11,Tamil Nadu,Thirunelveli,254.74,3859.11,0,0,4.73,586.12,3.19,2593.5,7.91,849.62,36.37,1630.21,8.55,792.4,1.23,2196.43,0,0,0.05,555.56,0.05,625,22.79,423.84,6.66,1636.36,1.44,228.93,0,0,0,0,0.04,307.69,0,0,0.5,423.73,0,0,8.63,258.15,25.36,9122.3,1.75,155.14
92,2004,11,Tamil Nadu,Thirunelveli,426.85,4134.14,0,0,7.5,632.38,4.49,2993.33,11.99,898.13,44.92,2066.24,9.47,853.92,1.04,1925.93,0,0,0.04,666.67,0.05,714.29,35.8,485.03,11.87,1961.98,3.2,495.36,0,0,0,0,0.05,294.12,0,0,1,568.18,0,0,16.1,438.33,31.16,11010.6,3.74,282.69
92,2005,11,Tamil Nadu,Thirunelveli,390.89,3676.2,0,0,6.97,684.68,8.18,4469.95,14.9,1240.63,35.11,1687.17,18.96,1279.35,0.9,2093.02,0,0,0.04,444.44,0.04,500,30.92,392.04,13,1966.72,1.65,303.31,0,0,0,0,0.04,266.67,0,0,1.49,683.49,0,0,16.18,438.96,36.96,7748.43,2.98,257.79
92,2006,11,Tamil Nadu,Thirunelveli,479.28,4231.68,0,0,0.48,271.19,12.72,1463.75,13.19,1473.74,29.02,1910.47,41.85,2738.87,1.25,3048.78,0,0,0.05,714.29,0.05,833.33,50.41,618.83,10.28,1598.76,2.2,532.69,0,0,0,0,0.05,312.5,0,0,2.12,1109.95,0,0,14.64,422.51,69.66,12285.71,3.02,323.34
92,2007,11,Tamil Nadu,Thirunelveli,388.68,3819.2,0,0,0.53,280.42,12.65,1449.03,13.32,1255.42,25.03,2141.15,66.48,5036.36,0.9,1800,0,0,0.03,500,0.56,700,44.92,503.47,8.13,1707.98,2.06,498.79,0,0,0,0,0.12,285.71,0,0,6.73,1533.03,0,0,17.02,468.23,64.87,10248.03,1.76,239.78
92,2008,11,Tamil Nadu,Thirunelveli,482.37,4241.73,0,0,0.26,305.88,21.94,2211.69,22.34,2072.36,23.79,1959.64,90.5,4108.03,0.64,1939.39,0,0,0.09,818.18,0.09,562.5,27.72,353.62,6.02,1644.81,1.51,449.4,0,0,0,0,0.04,181.82,0,0,3.42,926.83,0,0,11,330.03,64.69,10060.65,1.71,278.5
92,2009,11,Tamil Nadu,Thirunelveli,452.56,4288.04,0,0,0,0,0,0,28.71,2660.8,23.11,1772.24,78.19,3554.09,0.7,3181.82,0,0,0.03,600,0.08,500,25.25,331.71,3.05,1466.35,0.99,383.72,0,0,0,0,0.08,285.71,0,0,2.37,884.33,0,0,0,0,45.96,8821.5,1.85,291.8
92,2010,11,Tamil Nadu,Thirunelveli,441.26,4422.77,0,0,1.39,808.14,19.09,2097.8,20.47,1891.87,16.81,1760.21,84.29,3432,0.22,1294.12,0,0,0.01,333.33,0.05,625,18.32,203.22,3.39,2215.69,0.56,297.87,0,0,0,0,0.04,250,0,0,1.19,704.14,0,0,0,0,54.45,10196.63,3.06,540.64
92,2011,11,Tamil Nadu,Thirunelveli,441.97,3634.62,0,0,2.33,1093.9,18.11,2155.95,20.44,1941.12,26.35,3257.11,175.68,6278.77,0.28,3111.11,0,0,0.01,500,0.03,1000,0,0,4.79,2993.75,0,0,0,0,0,0,0.04,266.67,0,0,2.67,1517.05,0,0,0,0,50.27,8834.8,2.98,470.77
92,2012,11,Tamil Nadu,Thirunelveli,207.05,4010.27,0,0,1.65,723.68,5.65,620.2,7.3,640.91,9.15,743.9,65.59,1621.91,0.17,2428.57,0,0,0.03,1000,0.17,850,15.53,206.46,4.55,2614.94,0.38,248.37,0,0,0,0,0,0,0,0,0.74,291.34,0,0,0,0,31.82,7974.94,1.51,241.21
92,2013,11,Tamil Nadu,Thirunelveli,418.44,5653.83,0,0,4.15,2515.15,21.27,1333.54,25.42,1443.5,20.12,1556.07,138.37,2732.96,0.76,4000,0,0,0.01,500,0.73,973.33,20.17,254.93,3.3,2869.57,0.46,245.99,0,0,0,0,0,0,0,0,2.29,708.98,0,0,6.05,964.91,23.61,6613.45,2.08,259.68
92,2014,11,Tamil Nadu,Thirunelveli,517.33,5117.01,0,0,5.54,2915.79,63.25,3443.11,72.79,3591.02,37.08,2854.5,165.67,6834.57,0.55,4230.77,0,0,0.04,666.67,0,0,133.01,1214.04,8.11,3095.42,0.93,474.49,0,0,0,0,0.01,333.33,0,0,3.4,1160.41,0,0,12.44,1656.46,21.97,7902.88,10.7,797.32
92,2015,11,Tamil Nadu,Thirunelveli,563.01,4809.17,0,0,9.06,3871.8,43.78,3113.8,52.84,3221.95,18.34,2060.67,165.52,4794.9,0.96,3428.57,0,0,0.04,666.67,0,0,70.92,584.89,8.83,2866.88,0.77,481.25,0,0,0,0,0,0,0,0,2.08,859.5,0,0,11.71,1640.06,27.25,10564.91,6.22,669.54
92,2016,11,Tamil Nadu,Thirunelveli,179.75,3710.76,0,0,1.63,829.68,0.99,116.17,2.62,249.31,1.46,161.01,15.12,330.64,0.12,2833.33,0,0,0.01,625,0.03,642.86,14.52,118.32,3.76,2304.29,0.09,145.45,0,0,0,0,0,250,0,0,0.41,150.42,0,0,0,0,11.22,4310.42,1.22,123.54
92,2017,11,Tamil Nadu,Thirunelveli,355.16,4612.54,0,0,1.15,3625.79,13.51,1259.77,14.66,1327.93,17.5,1794.97,164.23,3663.82,0.22,4440,0,0,0.01,875,0.04,1090.91,55.76,472.99,4.09,3483.4,0.32,373.52,0,0,0,0,0,333.33,0,0,2.18,645.48,0,0,0,0,25.68,10000,0,0.39
93,1966,11,Tamil Nadu,The Nilgiris,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0.07,291.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
